"item","qty","gross_sales","product_sales","discounts","tax","type","name","purchase_date"
"Teddy with Tote",1,34,36.91,-6,3.09,"Teddy with Tote","Teddy with Tote",2024-07-11
"Rabbit - on Duck",1,38.86,41.47,-6.75,3.53,"Rabbit","on Duck",2024-07-11
"Rabbit - on Duck",1,38.86,41.46,-6.75,3.54,"Rabbit","on Duck",2024-07-11
"Teddy with Tote",2,69.09,73.72,-12,6.28,"Teddy with Tote","Teddy with Tote",2024-07-11
"Larva",1,30.22,32.25,-5.25,2.75,"Larva","Larva",2024-07-11
"Marvel",1,43.18,46.07,-7.5,3.93,"Marvel","Marvel",2024-07-11
"Rain Baby",1,51.82,55.29,-9,4.71,"Rain Baby","Rain Baby",2024-07-11
"Teddy with Tote",1,34,36.91,-6,3.09,"Teddy with Tote","Teddy with Tote",2024-07-11
"Marvel",1,43.18,46.07,-7.5,3.93,"Marvel","Marvel",2024-07-11
"Rabbit - on Duck",1,38.86,41.47,-6.75,3.53,"Rabbit","on Duck",2024-07-11
"Teddy with Tote",1,34.54,36.86,-6,3.14,"Teddy with Tote","Teddy with Tote",2024-07-11
"Pokemon - Ice Cream",1,34.55,36.86,-6,3.14,"Pokemon","Ice Cream",2024-07-11
"Teddy with Tote",1,34.54,36.86,-6,3.14,"Teddy with Tote","Teddy with Tote",2024-07-11
"Teddy with Tote",1,34.54,36.86,-6,3.14,"Teddy with Tote","Teddy with Tote",2024-07-11
"Rabbit - on Duck",1,38.25,41.52,-6.75,3.48,"Rabbit","on Duck",2024-07-11
"Teddy with Tote",2,69.09,73.72,-12,6.28,"Teddy with Tote","Teddy with Tote",2024-07-11
"Rabbit - on Duck",1,38.86,41.47,-6.75,3.53,"Rabbit","on Duck",2024-07-11
"Rabbit - on Duck",1,45.72,40.84,0,4.16,"Rabbit","on Duck",2024-07-10
"Bowtie Cat - Sailor",1,55.88,49.92,0,5.08,"Bowtie Cat","Sailor",2024-07-10
"Couple - Avo Duck",1,55.88,49.92,0,5.08,"Couple","Avo Duck",2024-07-10
"Rabbit - on Duck",1,45.72,40.84,0,4.16,"Rabbit","on Duck",2024-07-10
"Purin",1,45.72,40.84,0,4.16,"Purin","Purin",2024-07-10
"Purin",2,91.44,81.69,0,8.31,"Purin","Purin",2024-07-10
"Couple - Banana",1,55.88,49.92,0,5.08,"Couple","Banana",2024-07-10
"Larva",1,35.56,31.77,0,3.23,"Larva","Larva",2024-07-10
"Rabbit - on Duck",1,45.72,40.84,0,4.16,"Rabbit","on Duck",2024-07-10
"Piggy - Queen",1,40.64,36.31,0,3.69,"Piggy","Queen",2024-07-10
"Couple - Bear",1,55,50,0,5,"Couple","Bear",2024-07-10
"Rabbit - Glasses",1,40.64,36.31,0,3.69,"Rabbit","Glasses",2024-07-10
"Purin",1,45.72,40.84,0,4.16,"Purin","Purin",2024-07-10
"Purin",1,45.72,40.84,0,4.16,"Purin","Purin",2024-07-10
"Bowtie Cat - Sailor",1,55.88,49.92,0,5.08,"Bowtie Cat","Sailor",2024-07-10
"Bowtie Cat - Sailor",1,55,50,0,5,"Bowtie Cat","Sailor",2024-07-10
"Piggy - Bottle",1,40.64,36.31,0,3.69,"Piggy","Bottle",2024-07-10
"Rabbit - Glasses",1,40.64,36.31,0,3.69,"Rabbit","Glasses",2024-07-10
"Couple - Bear",1,55.88,49.92,0,5.08,"Couple","Bear",2024-07-10
"Couple - Banana",1,55.88,49.92,0,5.08,"Couple","Banana",2024-07-10
"Teddy with Tote",3,121.92,108.92,0,11.08,"Teddy with Tote","Teddy with Tote",2024-07-10
"Peach Baby",1,30.22,32.25,-5.25,2.75,"Peach Baby","Peach Baby",2024-07-10
"Couple - Cat",1,47.5,50.68,-8.25,4.32,"Couple","Cat",2024-07-10
"Puppy",1,34.54,36.86,-6,3.14,"Puppy","Puppy",2024-07-10
"Bowtie Cat - Sailor",1,47.5,50.68,-8.25,4.32,"Bowtie Cat","Sailor",2024-07-10
"Larva",1,30.22,32.25,-5.25,2.75,"Larva","Larva",2024-07-10
"Piggy - Bottle",1,34.54,36.86,-6,3.14,"Piggy","Bottle",2024-07-10
"Teddy with Tote",1,34.55,36.86,-6,3.14,"Teddy with Tote","Teddy with Tote",2024-07-10
"Couple - Lucky Cat",1,47.5,50.68,-8.25,4.32,"Couple","Lucky Cat",2024-07-10
"Couple - Avo Duck",1,47.5,50.68,-8.25,4.32,"Couple","Avo Duck",2024-07-10
"Peach Baby",1,29.75,32.3,-5.25,2.7,"Peach Baby","Peach Baby",2024-07-10
"Kuro - Heart",1,38.86,41.47,-6.75,3.53,"Kuro","Heart",2024-07-10
"Puppy",1,34.55,36.86,-6,3.14,"Puppy","Puppy",2024-07-10
"Cina",1,28.45,37.41,-12,2.59,"Cina","Cina",2024-07-10
"Teddy with Tote",1,34,36.91,-6,3.09,"Teddy with Tote","Teddy with Tote",2024-07-10
"Kuro - Bowtied",1,38.25,41.52,-6.75,3.48,"Kuro","Bowtied",2024-07-10
"Couple - Bear",1,47.5,50.68,-8.25,4.32,"Couple","Bear",2024-07-10
"Kuro - Bowtied",2,76.5,83.05,-13.5,6.95,"Kuro","Bowtied",2024-07-10
"Apple Baby",1,30.23,32.25,-5.25,2.75,"Apple Baby","Apple Baby",2024-07-10
"Piggy - Bottle",1,34.54,36.86,-6,3.14,"Piggy","Bottle",2024-07-10
"Cina",1,34.54,36.86,-6,3.14,"Cina","Cina",2024-07-10
"Purin",2,77.73,82.93,-13.5,7.07,"Purin","Purin",2024-07-10
"Piggy - Bottle",1,34.54,36.86,-6,3.14,"Piggy","Bottle",2024-07-10
"Couple - Avo Duck",1,47.5,50.68,-8.25,4.32,"Couple","Avo Duck",2024-07-10
"Apple Baby",1,30.23,32.25,-5.25,2.75,"Apple Baby","Apple Baby",2024-07-10
"Teddy with Tote",1,34.54,36.86,-6,3.14,"Teddy with Tote","Teddy with Tote",2024-07-10
"Teddy with Tote",1,34.54,36.86,-6,3.14,"Teddy with Tote","Teddy with Tote",2024-07-10
"Puppy",1,34.54,36.86,-6,3.14,"Puppy","Puppy",2024-07-10
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-07-10
"Cat on Duck",2,77.72,82.94,-13.5,7.06,"Cat on Duck","Cat on Duck",2024-07-10
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-07-10
"Puppy",1,34.54,36.86,-6,3.14,"Puppy","Puppy",2024-07-10
"Teddy with Tote",1,34.54,36.86,-6,3.14,"Teddy with Tote","Teddy with Tote",2024-07-10
"Couple - Banana",1,47.5,50.68,-8.25,4.32,"Couple","Banana",2024-07-10
"Couple - Banana",1,47.5,50.68,-8.25,4.32,"Couple","Banana",2024-07-10
"Puppy",1,34,36.91,-6,3.09,"Puppy","Puppy",2024-07-10
"Puppy",1,34.54,36.86,-6,3.14,"Puppy","Puppy",2024-07-10
"Cat on Duck",1,38.86,41.47,-6.75,3.53,"Cat on Duck","Cat on Duck",2024-07-10
"Cina",1,34,36.91,-6,3.09,"Cina","Cina",2024-07-10
"Couple - Banana",1,46.75,50.75,-8.25,4.25,"Couple","Banana",2024-07-10
"Pokemon - Ice Cream",1,34,36.91,-6,3.09,"Pokemon","Ice Cream",2024-07-10
"Kuro - Bowtied",1,38.25,41.52,-6.75,3.48,"Kuro","Bowtied",2024-07-10
"Teddy with Tote",1,34.54,36.86,-6,3.14,"Teddy with Tote","Teddy with Tote",2024-07-10
"Rabbit - Glasses",1,34.54,36.86,-6,3.14,"Rabbit","Glasses",2024-07-10
"Bowtie Cat - Holder",2,77.72,92.94,-23.5,7.06,"Bowtie Cat","Holder",2024-07-10
"Cina - Queen",1,34.97,41.82,-10.58,3.18,"Cina","Queen",2024-07-10
"Couple - Bear",1,47.5,50.68,-8.25,4.32,"Couple","Bear",2024-07-10
"Cina",1,34.54,36.86,-6,3.14,"Cina","Cina",2024-07-10
"Cina",2,62.18,74.35,-18.8,5.65,"Cina","Cina",2024-07-10
"Piggy - Birthday",1,31.09,37.18,-9.4,2.82,"Piggy","Birthday",2024-07-10
"Rabbit - Glasses",1,31.09,37.17,-9.4,2.83,"Rabbit","Glasses",2024-07-10
"Piggy - Birthday",1,31.09,37.17,-9.4,2.83,"Piggy","Birthday",2024-07-10
"Cat on Duck",1,34.97,41.82,-10.58,3.18,"Cat on Duck","Cat on Duck",2024-07-10
"Piggy - Birthday",1,40,36.36,0,3.64,"Piggy","Birthday",2024-07-09
"Couple - Avo Duck",1,55,50,0,5,"Couple","Avo Duck",2024-07-09
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-07-09
"Kaws",1,50.8,45.38,0,4.62,"Kaws","Kaws",2024-07-09
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-07-09
"Couple - Avo Duck",1,44.7,50.94,-11,4.06,"Couple","Avo Duck",2024-07-09
"Astro Bear",1,50.8,45.38,0,4.62,"Astro Bear","Astro Bear",2024-07-09
"Couple - Lucky Cat",1,55.88,49.92,0,5.08,"Couple","Lucky Cat",2024-07-09
"Couple - Avo Duck",1,55.88,49.92,0,5.08,"Couple","Avo Duck",2024-07-09
"Couple - Avo Duck",1,55.88,49.92,0,5.08,"Couple","Avo Duck",2024-07-09
"Larva",1,35.56,31.77,0,3.23,"Larva","Larva",2024-07-09
"Cina",1,40,36.36,0,3.64,"Cina","Cina",2024-07-09
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-07-09
"Puppy",1,40.64,36.3,0,3.7,"Puppy","Puppy",2024-07-09
"Piggy - Bottle",1,40.64,36.31,0,3.69,"Piggy","Bottle",2024-07-09
"Couple - Avo Duck",1,55.88,49.92,0,5.08,"Couple","Avo Duck",2024-07-09
"Cina",1,40.64,36.3,0,3.7,"Cina","Cina",2024-07-09
"Peach Baby",1,35.56,31.77,0,3.23,"Peach Baby","Peach Baby",2024-07-09
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-07-09
"Bowtie Cat - Holder",1,50.8,45.38,0,4.62,"Bowtie Cat","Holder",2024-07-09
"Purin",1,45.72,40.85,0,4.15,"Purin","Purin",2024-07-09
"Couple - Avo Duck",1,55.88,49.92,0,5.08,"Couple","Avo Duck",2024-07-09
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-07-09
"Couple - Avo Duck",1,55.88,49.92,0,5.08,"Couple","Avo Duck",2024-07-09
"Pokemon - Ice Cream",2,81.28,72.61,0,7.39,"Pokemon","Ice Cream",2024-07-09
"Kuro - Magician Hat",1,38.25,41.52,-6.75,3.48,"Kuro","Magician Hat",2024-07-09
"Larva",1,29.75,32.3,-5.25,2.7,"Larva","Larva",2024-07-09
"Couple - Avo Duck",1,47.5,50.68,-8.25,4.32,"Couple","Avo Duck",2024-07-09
"Pokemon - Ice Cream",1,34.54,36.86,-6,3.14,"Pokemon","Ice Cream",2024-07-09
"Apple Baby",1,30.22,32.25,-5.25,2.75,"Apple Baby","Apple Baby",2024-07-09
"Bowtie Cat - Sailor",1,47.5,50.68,-8.25,4.32,"Bowtie Cat","Sailor",2024-07-09
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-07-09
"Bowtie Cat - Sailor",1,47.5,50.68,-8.25,4.32,"Bowtie Cat","Sailor",2024-07-09
"Bowtie Cat - Sailor",1,47.5,50.68,-8.25,4.32,"Bowtie Cat","Sailor",2024-07-09
"Piggy - Bottle",1,34.54,36.86,-6,3.14,"Piggy","Bottle",2024-07-09
"Cina - Queen",1,38.86,41.47,-6.75,3.53,"Cina","Queen",2024-07-09
"Pokemon - Ice Cream",1,34,36.91,-6,3.09,"Pokemon","Ice Cream",2024-07-09
"Dor - Captain US",1,43.18,46.07,-7.5,3.93,"Dor","Captain US",2024-07-09
"Bowtie Cat - Holder",1,42.5,46.14,-7.5,3.86,"Bowtie Cat","Holder",2024-07-09
"Bowtie Cat - Holder",1,43.18,46.07,-7.5,3.93,"Bowtie Cat","Holder",2024-07-09
"Kuro - Bowtied",1,45,40.91,0,4.09,"Kuro","Bowtied",2024-07-09
"Piggy - Bottle",1,34.54,36.86,-6,3.14,"Piggy","Bottle",2024-07-09
"Puppy",1,34.55,36.86,-6,3.14,"Puppy","Puppy",2024-07-09
"Astro Bear",1,43.18,46.07,-7.5,3.93,"Astro Bear","Astro Bear",2024-07-09
"Rabbit - Happy Sleepy",1,34.54,36.86,-6,3.14,"Rabbit","Happy Sleepy",2024-07-09
"Piggy - Birthday",1,34.54,36.86,-6,3.14,"Piggy","Birthday",2024-07-09
"Puppy",1,34.54,36.86,-6,3.14,"Puppy","Puppy",2024-07-09
"Kaws - Furry",1,34.55,46.86,-16,3.14,"Kaws","Furry",2024-07-09
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-07-09
"Rabbit - Happy Sleepy",1,34.54,36.86,-6,3.14,"Rabbit","Happy Sleepy",2024-07-09
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-07-09
"Kuro - Magician Hat",1,38.25,41.52,-6.75,3.48,"Kuro","Magician Hat",2024-07-09
"Bowtie Cat",1,34.54,36.86,-6,3.14,"Bowtie Cat","Bowtie Cat",2024-07-09
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-07-09
"Larva",1,30.23,32.25,-5.25,2.75,"Larva","Larva",2024-07-09
"Piggy - Birthday",1,34.54,36.86,-6,3.14,"Piggy","Birthday",2024-07-09
"Cina - Queen",1,38.86,41.47,-6.75,3.53,"Cina","Queen",2024-07-09
"Rabbit - on Duck",1,38.86,41.47,-6.75,3.53,"Rabbit","on Duck",2024-07-09
"Bowtie Cat",1,34.55,36.86,-6,3.14,"Bowtie Cat","Bowtie Cat",2024-07-09
"Puppy",1,34.54,36.86,-6,3.14,"Puppy","Puppy",2024-07-09
"Astro Bear",1,43.18,46.07,-7.5,3.93,"Astro Bear","Astro Bear",2024-07-09
"Astro Bear",1,43.18,46.07,-7.5,3.93,"Astro Bear","Astro Bear",2024-07-09
"Rabbit - Happy Sleepy",1,34,36.91,-6,3.09,"Rabbit","Happy Sleepy",2024-07-09
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-07-09
"Dragon - Cute",1,34.54,36.86,-6,3.14,"Dragon","Cute",2024-07-09
"SP - Rabbit Trainer",1,43.18,46.07,-7.5,3.93,"SP","Rabbit Trainer",2024-07-09
"Pokemon - Ice Cream",1,34.54,36.86,-6,3.14,"Pokemon","Ice Cream",2024-07-09
"Ducky - With Little Bag",1,34.54,36.86,-6,3.14,"Ducky","With Little Bag",2024-07-09
"Couple - Avo Duck",1,47.5,50.68,-8.25,4.32,"Couple","Avo Duck",2024-07-09
"Couple - Avo Duck",1,47.5,50.68,-8.25,4.32,"Couple","Avo Duck",2024-07-09
"Larva",1,29.75,32.3,-5.25,2.7,"Larva","Larva",2024-07-09
"Cina",1,34,36.91,-6,3.09,"Cina","Cina",2024-07-09
"Ducky - With Little Bag",1,34.54,36.86,-6,3.14,"Ducky","With Little Bag",2024-07-09
"Piggy - Bottle",1,34.55,36.86,-6,3.14,"Piggy","Bottle",2024-07-09
"Astro Bear",1,42.5,46.14,-7.5,3.86,"Astro Bear","Astro Bear",2024-07-09
"Couple - Avo Duck",1,46.75,50.75,-8.25,4.25,"Couple","Avo Duck",2024-07-09
"Puppy",1,34,36.91,-6,3.09,"Puppy","Puppy",2024-07-09
"Rabbit - on Duck",1,38.86,41.47,-6.75,3.53,"Rabbit","on Duck",2024-07-09
"Cina - Magician Hat",1,43.18,46.07,-7.5,3.93,"Cina","Magician Hat",2024-07-09
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-07-08
"Bowtie Cat - Sailor",1,55.88,49.92,0,5.08,"Bowtie Cat","Sailor",2024-07-08
"Piggy - Birthday",1,40.64,36.31,0,3.69,"Piggy","Birthday",2024-07-08
"Rabbit - on Duck",2,91.44,81.69,0,8.31,"Rabbit","on Duck",2024-07-08
"Rabbit - Glasses",1,40.64,36.31,0,3.69,"Rabbit","Glasses",2024-07-08
"Couple - Banana",1,55.88,49.92,0,5.08,"Couple","Banana",2024-07-08
"Couple - Bear",1,55.88,49.92,0,5.08,"Couple","Bear",2024-07-08
"Piggy - Bottle",1,40.64,36.31,0,3.69,"Piggy","Bottle",2024-07-08
"Dor - Captain US",1,40.64,46.31,-10,3.69,"Dor","Captain US",2024-07-08
"Larva",1,35.56,31.77,0,3.23,"Larva","Larva",2024-07-08
"Couple - Banana",1,55.88,49.92,0,5.08,"Couple","Banana",2024-07-08
"Couple - Banana",1,55.88,49.92,0,5.08,"Couple","Banana",2024-07-08
"Rabbit - Glasses",1,40.64,36.31,0,3.69,"Rabbit","Glasses",2024-07-08
"Cina",1,40.64,36.3,0,3.7,"Cina","Cina",2024-07-08
"Puppy",1,40.64,36.31,0,3.69,"Puppy","Puppy",2024-07-08
"Cina",1,40,36.37,0,3.63,"Cina","Cina",2024-07-08
"Piggy - Queen",1,40.64,36.3,0,3.7,"Piggy","Queen",2024-07-08
"Couple - Avo Duck",1,55.88,49.92,0,5.08,"Couple","Avo Duck",2024-07-08
"Cina",1,40.64,36.3,0,3.7,"Cina","Cina",2024-07-08
"Puppy",1,40.64,36.31,0,3.69,"Puppy","Puppy",2024-07-08
"Couple - Banana",1,55.88,49.92,0,5.08,"Couple","Banana",2024-07-08
"Couple - Bear",1,55.88,49.92,0,5.08,"Couple","Bear",2024-07-08
"Kuro - Magician Hat",1,45.72,40.84,0,4.16,"Kuro","Magician Hat",2024-07-08
"Kuro - Bowtied",1,45.72,40.85,0,4.15,"Kuro","Bowtied",2024-07-08
"Puppy",1,40.64,36.3,0,3.7,"Puppy","Puppy",2024-07-08
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-07-08
"Ducky - With Little Bag",1,40.64,36.31,0,3.69,"Ducky","With Little Bag",2024-07-08
"Couple - Avo Duck",1,55.88,49.92,0,5.08,"Couple","Avo Duck",2024-07-08
"Couple - Avo Duck",1,47.5,50.68,-8.25,4.32,"Couple","Avo Duck",2024-07-08
"Cina",2,81.28,72.61,0,7.39,"Cina","Cina",2024-07-08
"Piggy - Queen",1,40.64,36.31,0,3.69,"Piggy","Queen",2024-07-08
"Pokemon - Ice Cream",1,34.54,36.86,-6,3.14,"Pokemon","Ice Cream",2024-07-08
"Cina",1,34.55,36.86,-6,3.14,"Cina","Cina",2024-07-08
"Cina",1,34,36.91,-6,3.09,"Cina","Cina",2024-07-08
"Couple - Avo Duck",1,46.75,50.75,-8.25,4.25,"Couple","Avo Duck",2024-07-08
"Larva",1,30.23,32.25,-5.25,2.75,"Larva","Larva",2024-07-08
"Bubu lala",1,43.18,46.07,-7.5,3.93,"Bubu lala","Bubu lala",2024-07-08
"Kuro - Clown Hat",1,38.25,41.52,-6.75,3.48,"Kuro","Clown Hat",2024-07-08
"Kuro - Bowtied",1,38.25,41.52,-6.75,3.48,"Kuro","Bowtied",2024-07-08
"Piggy - Happy",1,34,36.91,-6,3.09,"Piggy","Happy",2024-07-08
"Bubu lala",1,42.5,46.14,-7.5,3.86,"Bubu lala","Bubu lala",2024-07-08
"Cina",1,34.54,36.86,-6,3.14,"Cina","Cina",2024-07-08
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-07-08
"Couple - Avo Duck",1,47.5,50.68,-8.25,4.32,"Couple","Avo Duck",2024-07-08
"Couple - Avo Duck",1,46.75,50.75,-8.25,4.25,"Couple","Avo Duck",2024-07-08
"Puppy",1,34.54,36.86,-6,3.14,"Puppy","Puppy",2024-07-08
"Couple - Avo Duck",1,46.75,50.75,-8.25,4.25,"Couple","Avo Duck",2024-07-08
"Couple - Avo Duck",1,47.5,50.68,-8.25,4.32,"Couple","Avo Duck",2024-07-08
"Kuro - Bowtied",1,38.86,41.47,-6.75,3.53,"Kuro","Bowtied",2024-07-08
"Couple - Avo Duck",1,46.75,50.75,-8.25,4.25,"Couple","Avo Duck",2024-07-08
"Pokemon - Ice Cream",1,34,36.91,-6,3.09,"Pokemon","Ice Cream",2024-07-08
"Astro Bear",1,42.5,46.13,-7.5,3.87,"Astro Bear","Astro Bear",2024-07-08
"Teddy with Tote",1,34,36.91,-6,3.09,"Teddy with Tote","Teddy with Tote",2024-07-08
"Cina",1,34,36.91,-6,3.09,"Cina","Cina",2024-07-08
"Kaws - Furry",1,43.18,46.07,-7.5,3.93,"Kaws","Furry",2024-07-08
"Bowtie Cat - Sailor",1,47.5,50.68,-8.25,4.32,"Bowtie Cat","Sailor",2024-07-08
"Couple - Banana",2,95,101.36,-16.5,8.64,"Couple","Banana",2024-07-08
"Cina",1,34.54,36.86,-6,3.14,"Cina","Cina",2024-07-08
"Astro Bear",1,43.18,46.07,-7.5,3.93,"Astro Bear","Astro Bear",2024-07-08
"Pokemon - Ice Cream",1,34.54,36.86,-6,3.14,"Pokemon","Ice Cream",2024-07-08
"Larva",1,30.23,32.25,-5.25,2.75,"Larva","Larva",2024-07-08
"Piggy - Queen",1,34.54,36.86,-6,3.14,"Piggy","Queen",2024-07-08
"Cina",1,34,36.91,-6,3.09,"Cina","Cina",2024-07-08
"Couple - Bear",1,46.75,50.75,-8.25,4.25,"Couple","Bear",2024-07-08
"Dragon - Cute",1,34.54,36.86,-6,3.14,"Dragon","Cute",2024-07-08
"Piggy - Bottle",1,34.54,36.86,-6,3.14,"Piggy","Bottle",2024-07-08
"Ducky - With Little Bag",1,34.55,36.86,-6,3.14,"Ducky","With Little Bag",2024-07-08
"Apple Baby",1,29.75,32.3,-5.25,2.7,"Apple Baby","Apple Baby",2024-07-08
"Peach Baby",1,29.75,32.29,-5.25,2.71,"Peach Baby","Peach Baby",2024-07-08
"Cina",1,34.54,36.86,-6,3.14,"Cina","Cina",2024-07-08
"Rabbit - Beanie 1",1,34.54,36.86,-6,3.14,"Rabbit","Beanie 1",2024-07-08
"Couple - Avo Duck",1,47.5,50.68,-8.25,4.32,"Couple","Avo Duck",2024-07-08
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-07-07
"Astro Bear",1,50.8,45.38,0,4.62,"Astro Bear","Astro Bear",2024-07-07
"Bowtie Cat - Holder",1,50.8,45.38,0,4.62,"Bowtie Cat","Holder",2024-07-07
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-07-07
"Apple Baby",1,35.56,31.77,0,3.23,"Apple Baby","Apple Baby",2024-07-07
"Kuro - Evil",1,50.8,45.38,0,4.62,"Kuro","Evil",2024-07-07
"Kaws - Furry",1,50.8,45.38,0,4.62,"Kaws","Furry",2024-07-07
"Kuro - Magician Hat",1,45.72,40.84,0,4.16,"Kuro","Magician Hat",2024-07-07
"Marvel",1,50.8,45.38,0,4.62,"Marvel","Marvel",2024-07-07
"Mel - Bowtied",1,45.72,40.85,0,4.15,"Mel","Bowtied",2024-07-07
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-07-07
"Astro Bear",1,50,45.45,0,4.55,"Astro Bear","Astro Bear",2024-07-07
"Piggy - Bottle",1,40,36.36,0,3.64,"Piggy","Bottle",2024-07-07
"Cina - Queen",1,45.72,40.84,0,4.16,"Cina","Queen",2024-07-07
"Piggy - Bottle",1,40.64,36.31,0,3.69,"Piggy","Bottle",2024-07-07
"Kuro - Clown Hat",1,45.72,40.84,0,4.16,"Kuro","Clown Hat",2024-07-07
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-07-07
"Bowtie Cat - Sailor",1,55.88,49.92,0,5.08,"Bowtie Cat","Sailor",2024-07-07
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-07-07
"Pokemon - Ice Cream",1,40.64,36.31,0,3.69,"Pokemon","Ice Cream",2024-07-07
"Pokemon - Ice Cream",2,81.28,72.61,0,7.39,"Pokemon","Ice Cream",2024-07-07
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-07-07
"Cina - Queen",1,45.72,40.84,0,4.16,"Cina","Queen",2024-07-07
"Kaws - Furry",1,50.8,45.38,0,4.62,"Kaws","Furry",2024-07-07
"Kaws - Furry",1,50.8,45.38,0,4.62,"Kaws","Furry",2024-07-07
"Pokemon - Pi on Saturn",1,45.72,40.84,0,4.16,"Pokemon","Pi on Saturn",2024-07-07
"Kaws - Furry",1,50.8,45.38,0,4.62,"Kaws","Furry",2024-07-07
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-07-07
"Kuro - Magician Hat",1,45,40.91,0,4.09,"Kuro","Magician Hat",2024-07-07
"Pokemon - Ice Cream",1,40,36.36,0,3.64,"Pokemon","Ice Cream",2024-07-07
"Cina - Queen",1,45,40.91,0,4.09,"Cina","Queen",2024-07-07
"Purin",1,45,40.91,0,4.09,"Purin","Purin",2024-07-07
"Dragon - Baby",1,40.64,36.31,0,3.69,"Dragon","Baby",2024-07-07
"Cina - Queen",1,45.72,40.84,0,4.16,"Cina","Queen",2024-07-07
"Kir on Star",1,45.72,40.84,0,4.16,"Kir on Star","Kir on Star",2024-07-07
"Dragon - Baby",1,40.64,36.31,0,3.69,"Dragon","Baby",2024-07-07
"Kuro - Clown Hat",1,45.72,40.84,0,4.16,"Kuro","Clown Hat",2024-07-07
"Kuro - Clown Hat",1,45.72,40.84,0,4.16,"Kuro","Clown Hat",2024-07-07
"Bowtie Cat",1,40.64,36.31,0,3.69,"Bowtie Cat","Bowtie Cat",2024-07-07
"Cina - Queen",1,45.72,40.84,0,4.16,"Cina","Queen",2024-07-07
"Dor - Captain US",1,50,45.45,0,4.55,"Dor","Captain US",2024-07-07
"Kir",2,80,72.73,0,7.27,"Kir","Kir",2024-07-07
"Piggy - Bottle",1,40.64,36.31,0,3.69,"Piggy","Bottle",2024-07-07
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-07-07
"Kuro - Bowtied",1,45.72,40.84,0,4.16,"Kuro","Bowtied",2024-07-07
"Kir on Star",1,45.72,40.84,0,4.16,"Kir on Star","Kir on Star",2024-07-07
"Cina - Queen",1,45.72,40.85,0,4.15,"Cina","Queen",2024-07-07
"Dragon - Baby",1,40.64,36.31,0,3.69,"Dragon","Baby",2024-07-07
"Bowtie Cat - Sailor",1,55.88,49.92,0,5.08,"Bowtie Cat","Sailor",2024-07-07
"Bowtie Cat - Sailor",1,55.88,49.92,0,5.08,"Bowtie Cat","Sailor",2024-07-07
"Kir on Star",1,45.72,40.84,0,4.16,"Kir on Star","Kir on Star",2024-07-07
"Bear Brick - OG",1,45.72,40.84,0,4.16,"Bear Brick","OG",2024-07-07
"Pokemon - Pi on Saturn",1,45.72,40.85,0,4.15,"Pokemon","Pi on Saturn",2024-07-07
"Cina - Queen",1,45.72,40.84,0,4.16,"Cina","Queen",2024-07-07
"Pokemon - Pi on Saturn",1,45.72,40.84,0,4.16,"Pokemon","Pi on Saturn",2024-07-07
"Couple - Avo Duck",1,55.88,49.92,0,5.08,"Couple","Avo Duck",2024-07-07
"Pokemon - Pi on Saturn",1,45.72,40.84,0,4.16,"Pokemon","Pi on Saturn",2024-07-07
"Pompom",1,45.72,40.85,0,4.15,"Pompom","Pompom",2024-07-07
"Bowtie Cat - Holder",1,50.8,45.38,0,4.62,"Bowtie Cat","Holder",2024-07-07
"SP - Rabbit Trainer",1,40.64,46.31,-10,3.69,"SP","Rabbit Trainer",2024-07-07
"Cina - Queen",1,45.72,40.84,0,4.16,"Cina","Queen",2024-07-07
